pump_id,well_id,group,pump_size_model,expected_failure_interval_days,num_failures_3years,failure_dates,failure_modes,failure_causes,avg_flow_rate_m3_day,avg_discharge_pressure_MPa,avg_inlet_pressure_MPa,avg_motor_temperature_C,avg_vibration_mm_s,avg_motor_current_A,avg_power_consumption_kW,MTBF_days,MTTR_days,avg_days_between_failures,pump_efficiency_percent,uptime_percent,maintenance_cost_USD,operational_state,total_operating_days,study_start_date,study_end_date
214,214,Group_C,ESP_250,182.5,5,2022-07-31; 2023-02-27; 2023-09-18; 2024-03-18; 2024-09-23,Sand_Clogging; Seal_Failure; Shaft_Breakage; Bearing_Wear; Bearing_Wear,Improper_Maintenance; Pressure_Spike; Misalignment; High_Temperature; High_Temperature,225.36,18.28,7.31,62.13,2.41,76.15,17.67,218.0,1.52,196.25,78.11,99.3,11935.19,Active,1095,2022-01-01,2024-12-31
215,215,Group_C,ESP_360,182.5,6,2022-05-30; 2022-12-18; 2023-07-13; 2024-01-09; 2024-06-24; 2024-12-15,Electrical_Short; Seal_Failure; Shaft_Breakage; Bearing_Wear; Sand_Clogging; Shaft_Breakage,Voltage_Surge; Pressure_Spike; Misalignment; High_Temperature; Improper_Maintenance; Misalignment,180.37,12.45,4.98,70.87,6.34,28.04,10.09,181.5,0.53,186.0,69.37,99.71,13104.8,Active,1095,2022-01-01,2024-12-31
216,216,Group_C,ESP_360,182.5,5,2022-05-27; 2022-12-29; 2023-07-12; 2024-02-05; 2024-07-22,Electrical_Short; Bearing_Wear; Electrical_Short; Seal_Failure; Seal_Failure,Voltage_Surge; High_Temperature; Voltage_Surge; Pressure_Spike; Pressure_Spike,218.85,17.26,6.91,71.13,7.41,67.44,29.62,218.0,2.39,196.75,73.93,98.91,13243.55,Active,1095,2022-01-01,2024-12-31
217,217,Group_C,ESP_80,182.5,6,2022-06-06; 2022-11-30; 2023-04-26; 2023-10-27; 2024-05-06; 2024-10-25,Seal_Failure; Cavitation; Seal_Failure; Seal_Failure; Shaft_Breakage; Sand_Clogging,Pressure_Spike; Low_Inlet_Pressure; Pressure_Spike; Pressure_Spike; Misalignment; Improper_Maintenance,102.09,32.4,12.96,83.42,6.25,26.19,29.31,181.5,1.62,174.4,66.59,99.11,15209.5,Active,1095,2022-01-01,2024-12-31
218,218,Group_C,ESP_250,182.5,5,2022-07-18; 2023-02-16; 2023-09-03; 2024-02-16; 2024-07-25,Shaft_Breakage; Electrical_Short; Cavitation; Cavitation; Seal_Failure,Misalignment; Voltage_Surge; Low_Inlet_Pressure; Low_Inlet_Pressure; Pressure_Spike,246.35,44.26,17.7,81.04,6.36,51.53,28.68,218.0,1.74,184.5,73.81,99.21,13140.16,Active,1095,2022-01-01,2024-12-31
219,219,Group_C,ESP_250,182.5,5,2022-07-02; 2023-01-31; 2023-08-22; 2024-03-13; 2024-10-07,Seal_Failure; Bearing_Wear; Bearing_Wear; Electrical_Short; Bearing_Wear,Pressure_Spike; High_Temperature; High_Temperature; Voltage_Surge; High_Temperature,165.18,38.25,15.3,76.03,5.24,42.92,12.72,218.0,1.71,207.0,71.18,99.22,11392.93,Active,1095,2022-01-01,2024-12-31
220,220,Group_C,ESP_360,182.5,5,2022-07-24; 2023-01-15; 2023-08-12; 2024-01-28; 2024-08-24,Shaft_Breakage; Bearing_Wear; Bearing_Wear; Seal_Failure; Electrical_Short,Misalignment; High_Temperature; High_Temperature; Pressure_Spike; Voltage_Surge,122.58,34.99,14.0,77.15,7.0,73.9,5.3,218.0,2.19,190.5,70.52,99.0,10580.78,Active,1095,2022-01-01,2024-12-31
221,221,Group_C,ESP_80,182.5,6,2022-05-28; 2022-11-04; 2023-06-06; 2024-01-02; 2024-06-14; 2024-11-13,Seal_Failure; Seal_Failure; Seal_Failure; Electrical_Short; Seal_Failure; Seal_Failure,Pressure_Spike; Pressure_Spike; Pressure_Spike; Voltage_Surge; Pressure_Spike; Pressure_Spike,92.26,18.22,7.29,71.44,7.89,66.02,23.34,181.5,0.79,180.0,72.81,99.57,14555.42,Active,1095,2022-01-01,2024-12-31
222,222,Group_C,ESP_360,182.5,6,2022-07-20; 2023-01-03; 2023-06-29; 2023-11-27; 2024-05-04; 2024-10-05,Bearing_Wear; Seal_Failure; Sand_Clogging; Shaft_Breakage; Sand_Clogging; Seal_Failure,High_Temperature; Pressure_Spike; Improper_Maintenance; Misalignment; Improper_Maintenance; Pressure_Spike,199.77,26.91,10.76,70.4,4.39,32.18,10.13,181.5,1.71,161.6,67.69,99.06,13109.6,Active,1095,2022-01-01,2024-12-31
223,223,Group_C,ESP_360,182.5,6,2022-07-06; 2022-12-09; 2023-05-17; 2023-10-15; 2024-04-28; 2024-09-28,Electrical_Short; Shaft_Breakage; Sand_Clogging; Seal_Failure; Shaft_Breakage; Shaft_Breakage,Voltage_Surge; Misalignment; Improper_Maintenance; Pressure_Spike; Misalignment; Misalignment,199.64,24.93,9.97,76.91,4.7,58.68,19.59,181.5,1.81,163.0,67.5,99.01,14144.99,Active,1095,2022-01-01,2024-12-31
224,224,Group_C,ESP_130,182.5,5,2022-07-29; 2022-12-29; 2023-08-01; 2024-02-28; 2024-09-04,Sand_Clogging; Bearing_Wear; Electrical_Short; Bearing_Wear; Electrical_Short,Improper_Maintenance; High_Temperature; Voltage_Surge; High_Temperature; Voltage_Surge,149.39,10.62,4.25,77.49,3.52,44.27,28.94,218.0,1.5,192.0,78.4,99.32,13168.88,Active,1095,2022-01-01,2024-12-31
225,225,Group_C,ESP_130,182.5,5,2022-07-19; 2023-01-30; 2023-08-18; 2024-03-16; 2024-10-07,Bearing_Wear; Shaft_Breakage; Seal_Failure; Bearing_Wear; Cavitation,High_Temperature; Misalignment; Pressure_Spike; High_Temperature; Low_Inlet_Pressure,167.16,27.54,11.01,89.89,3.38,50.55,21.77,218.0,2.25,202.75,72.04,98.97,12383.47,Active,1095,2022-01-01,2024-12-31
226,226,Group_C,ESP_250,182.5,6,2022-06-10; 2022-12-27; 2023-06-09; 2023-11-22; 2024-04-20; 2024-11-06,Cavitation; Bearing_Wear; Bearing_Wear; Bearing_Wear; Shaft_Breakage; Electrical_Short,Low_Inlet_Pressure; High_Temperature; High_Temperature; High_Temperature; Misalignment; Voltage_Surge,93.8,48.06,19.22,85.15,6.83,68.49,28.32,181.5,1.86,176.0,67.0,98.98,15100.8,Active,1095,2022-01-01,2024-12-31
227,227,Group_C,ESP_130,182.5,5,2022-07-03; 2023-02-06; 2023-08-27; 2024-02-04; 2024-07-24,Seal_Failure; Seal_Failure; Seal_Failure; Cavitation; Cavitation,Pressure_Spike; Pressure_Spike; Pressure_Spike; Low_Inlet_Pressure; Low_Inlet_Pressure,226.17,11.4,4.56,83.62,4.47,71.79,20.95,218.0,2.58,188.0,74.99,98.82,12293.9,Active,1095,2022-01-01,2024-12-31
228,228,Group_C,ESP_130,182.5,6,2022-07-13; 2022-12-11; 2023-05-27; 2023-10-22; 2024-04-21; 2024-10-20,Sand_Clogging; Cavitation; Seal_Failure; Seal_Failure; Bearing_Wear; Sand_Clogging,Improper_Maintenance; Low_Inlet_Pressure; Pressure_Spike; Pressure_Spike; High_Temperature; Improper_Maintenance,209.95,26.39,10.55,79.66,3.56,25.37,9.01,181.5,0.68,166.0,66.86,99.63,12986.77,Active,1095,2022-01-01,2024-12-31
229,229,Group_C,ESP_80,182.5,5,2022-07-20; 2023-02-11; 2023-09-04; 2024-04-05; 2024-10-08,Electrical_Short; Seal_Failure; Bearing_Wear; Seal_Failure; Seal_Failure,Voltage_Surge; Pressure_Spike; High_Temperature; Pressure_Spike; Pressure_Spike,93.03,44.91,17.96,84.84,3.3,67.61,24.66,218.0,2.08,202.75,73.74,99.05,12700.15,Active,1095,2022-01-01,2024-12-31
230,230,Group_C,ESP_130,182.5,5,2022-08-03; 2023-01-04; 2023-07-09; 2023-12-16; 2024-06-29,Cavitation; Seal_Failure; Shaft_Breakage; Cavitation; Cavitation,Low_Inlet_Pressure; Pressure_Spike; Misalignment; Low_Inlet_Pressure; Low_Inlet_Pressure,207.22,27.57,11.03,78.32,2.96,58.79,9.48,218.0,2.23,174.0,72.3,98.98,11038.21,Active,1095,2022-01-01,2024-12-31
231,231,Group_C,ESP_250,182.5,5,2022-06-27; 2023-01-22; 2023-08-13; 2024-02-15; 2024-08-09,Electrical_Short; Shaft_Breakage; Seal_Failure; Seal_Failure; Electrical_Short,Voltage_Surge; Misalignment; Pressure_Spike; Pressure_Spike; Voltage_Surge,100.65,35.39,14.15,77.46,2.71,28.77,12.78,218.0,0.92,193.5,72.44,99.58,11398.87,Active,1095,2022-01-01,2024-12-31
232,232,Group_C,ESP_250,182.5,5,2022-06-13; 2023-01-15; 2023-07-20; 2024-01-14; 2024-07-28,Bearing_Wear; Electrical_Short; Seal_Failure; Shaft_Breakage; Electrical_Short,High_Temperature; Voltage_Surge; Pressure_Spike; Misalignment; Voltage_Surge,165.02,26.48,10.59,86.12,5.79,49.61,7.88,218.0,2.01,194.0,71.17,99.08,10863.39,Active,1095,2022-01-01,2024-12-31
233,233,Group_C,ESP_80,182.5,5,2022-06-28; 2022-12-28; 2023-07-18; 2024-02-05; 2024-08-26,Sand_Clogging; Bearing_Wear; Electrical_Short; Sand_Clogging; Electrical_Short,Improper_Maintenance; High_Temperature; Voltage_Surge; Improper_Maintenance; Voltage_Surge,194.45,26.32,10.53,86.57,3.33,61.45,27.04,218.0,2.33,197.5,76.97,98.94,12960.78,Active,1095,2022-01-01,2024-12-31
234,234,Group_C,ESP_360,182.5,5,2022-07-27; 2023-02-19; 2023-08-08; 2024-02-03; 2024-08-30,Cavitation; Shaft_Breakage; Cavitation; Bearing_Wear; Cavitation,Low_Inlet_Pressure; Misalignment; Low_Inlet_Pressure; High_Temperature; Low_Inlet_Pressure,92.87,25.51,10.21,84.11,7.41,28.23,6.67,218.0,2.69,191.25,73.89,98.77,10730.84,Active,1095,2022-01-01,2024-12-31
235,235,Group_C,ESP_80,182.5,5,2022-07-20; 2023-01-22; 2023-07-19; 2024-02-23; 2024-09-24,Cavitation; Sand_Clogging; Shaft_Breakage; Bearing_Wear; Bearing_Wear,Low_Inlet_Pressure; Improper_Maintenance; Misalignment; High_Temperature; High_Temperature,91.9,39.17,15.67,78.25,6.24,39.34,14.24,218.0,0.61,199.25,73.5,99.72,11558.96,Active,1095,2022-01-01,2024-12-31
236,236,Group_C,ESP_360,182.5,6,2022-05-27; 2022-12-07; 2023-05-03; 2023-11-21; 2024-04-20; 2024-10-26,Bearing_Wear; Shaft_Breakage; Cavitation; Shaft_Breakage; Cavitation; Cavitation,High_Temperature; Misalignment; Low_Inlet_Pressure; Misalignment; Low_Inlet_Pressure; Low_Inlet_Pressure,216.51,30.72,12.29,64.21,6.03,55.33,23.56,181.5,0.92,176.6,66.95,99.49,14579.42,Active,1095,2022-01-01,2024-12-31
237,237,Group_C,ESP_360,182.5,5,2022-06-24; 2022-12-06; 2023-06-01; 2023-12-27; 2024-07-15,Bearing_Wear; Electrical_Short; Cavitation; Shaft_Breakage; Seal_Failure,High_Temperature; Voltage_Surge; Low_Inlet_Pressure; Misalignment; Pressure_Spike,201.17,25.45,10.18,77.66,3.11,53.99,26.54,218.0,2.67,188.0,77.24,98.78,12905.89,Active,1095,2022-01-01,2024-12-31
238,238,Group_C,ESP_250,182.5,5,2022-06-09; 2022-12-23; 2023-07-17; 2024-02-06; 2024-08-21,Bearing_Wear; Seal_Failure; Electrical_Short; Seal_Failure; Seal_Failure,High_Temperature; Pressure_Spike; Voltage_Surge; Pressure_Spike; Pressure_Spike,188.18,22.98,9.19,68.09,3.15,60.15,10.47,218.0,1.99,201.0,72.65,99.09,11146.23,Active,1095,2022-01-01,2024-12-31
239,239,Group_C,ESP_250,182.5,5,2022-07-22; 2023-01-18; 2023-08-09; 2024-02-26; 2024-08-06,Cavitation; Sand_Clogging; Cavitation; Bearing_Wear; Shaft_Breakage,Low_Inlet_Pressure; Improper_Maintenance; Low_Inlet_Pressure; High_Temperature; Misalignment,150.59,45.54,18.22,84.73,5.78,70.78,24.59,218.0,1.57,186.5,72.01,99.28,12693.08,Active,1095,2022-01-01,2024-12-31
240,240,Group_C,ESP_360,182.5,5,2022-06-19; 2023-01-24; 2023-08-20; 2024-02-24; 2024-07-26,Sand_Clogging; Cavitation; Bearing_Wear; Bearing_Wear; Sand_Clogging,Improper_Maintenance; Low_Inlet_Pressure; High_Temperature; High_Temperature; Improper_Maintenance,207.19,42.27,16.91,85.74,7.99,30.7,6.01,218.0,1.53,192.0,71.3,99.3,10657.96,Active,1095,2022-01-01,2024-12-31
241,241,Group_C,ESP_360,182.5,6,2022-07-31; 2023-01-22; 2023-06-23; 2023-11-17; 2024-06-17; 2024-12-03,Cavitation; Bearing_Wear; Seal_Failure; Bearing_Wear; Electrical_Short; Bearing_Wear,Low_Inlet_Pressure; High_Temperature; Pressure_Spike; High_Temperature; Voltage_Surge; High_Temperature,80.91,47.54,19.01,72.44,4.41,40.39,6.73,181.5,2.1,171.2,72.33,98.85,12737.29,Active,1095,2022-01-01,2024-12-31
242,242,Group_C,ESP_130,182.5,5,2022-07-17; 2022-12-27; 2023-07-29; 2024-01-16; 2024-06-25,Seal_Failure; Shaft_Breakage; Sand_Clogging; Shaft_Breakage; Sand_Clogging,Pressure_Spike; Misalignment; Improper_Maintenance; Misalignment; Improper_Maintenance,190.42,42.18,16.87,81.45,5.56,18.47,16.37,218.0,2.19,177.25,76.78,99.0,11792.42,Active,1095,2022-01-01,2024-12-31
243,243,Group_C,ESP_130,182.5,6,2022-06-04; 2022-12-13; 2023-06-24; 2023-11-22; 2024-06-09; 2024-12-03,Sand_Clogging; Bearing_Wear; Sand_Clogging; Shaft_Breakage; Cavitation; Bearing_Wear,Improper_Maintenance; High_Temperature; Improper_Maintenance; Misalignment; Low_Inlet_Pressure; High_Temperature,178.55,28.12,11.25,88.46,2.36,59.55,5.62,181.5,0.93,182.6,69.54,99.49,12615.85,Active,1095,2022-01-01,2024-12-31
244,244,Group_C,ESP_360,182.5,5,2022-07-24; 2023-01-25; 2023-07-20; 2024-01-23; 2024-08-24,Sand_Clogging; Shaft_Breakage; Bearing_Wear; Seal_Failure; Shaft_Breakage,Improper_Maintenance; Misalignment; High_Temperature; Pressure_Spike; Misalignment,140.34,12.08,4.83,60.95,4.54,20.5,20.17,218.0,2.7,190.5,78.83,98.77,12208.74,Active,1095,2022-01-01,2024-12-31
245,245,Group_C,ESP_130,182.5,5,2022-07-09; 2023-02-11; 2023-08-04; 2024-03-01; 2024-08-09,Shaft_Breakage; Electrical_Short; Cavitation; Bearing_Wear; Bearing_Wear,Misalignment; Voltage_Surge; Low_Inlet_Pressure; High_Temperature; High_Temperature,182.52,34.76,13.9,88.22,6.66,23.32,13.69,218.0,1.59,190.5,73.96,99.27,11498.8,Active,1095,2022-01-01,2024-12-31
246,246,Group_C,ESP_80,182.5,6,2022-07-28; 2022-12-27; 2023-05-27; 2023-11-06; 2024-04-19; 2024-09-25,Sand_Clogging; Seal_Failure; Bearing_Wear; Shaft_Breakage; Bearing_Wear; Bearing_Wear,Improper_Maintenance; Pressure_Spike; High_Temperature; Misalignment; High_Temperature; High_Temperature,209.08,48.71,19.48,73.19,3.67,66.89,13.16,181.5,1.25,158.0,67.33,99.32,13440.62,Active,1095,2022-01-01,2024-12-31
247,247,Group_C,ESP_360,182.5,5,2022-07-26; 2023-01-14; 2023-08-19; 2024-03-17; 2024-08-16,Seal_Failure; Seal_Failure; Bearing_Wear; Cavitation; Sand_Clogging,Pressure_Spike; Pressure_Spike; High_Temperature; Low_Inlet_Pressure; Improper_Maintenance,96.76,43.17,17.27,81.2,5.7,25.14,16.96,218.0,2.45,188.0,73.04,98.88,11857.38,Active,1095,2022-01-01,2024-12-31
248,248,Group_C,ESP_360,182.5,5,2022-07-11; 2023-01-09; 2023-07-07; 2024-01-29; 2024-07-24,Seal_Failure; Bearing_Wear; Seal_Failure; Bearing_Wear; Shaft_Breakage,Pressure_Spike; High_Temperature; Pressure_Spike; High_Temperature; Misalignment,177.63,36.69,14.68,83.31,7.17,35.4,18.45,218.0,2.6,186.0,79.89,98.81,12020.34,Active,1095,2022-01-01,2024-12-31
249,249,Group_C,ESP_80,182.5,5,2022-08-03; 2023-02-03; 2023-08-16; 2024-02-28; 2024-08-01,Bearing_Wear; Shaft_Breakage; Shaft_Breakage; Electrical_Short; Cavitation,High_Temperature; Misalignment; Misalignment; Voltage_Surge; Low_Inlet_Pressure,198.75,26.65,10.66,75.42,7.42,72.84,25.45,218.0,1.78,182.25,77.36,99.19,12786.38,Active,1095,2022-01-01,2024-12-31
250,250,Group_C,ESP_360,182.5,6,2022-07-01; 2022-12-11; 2023-06-02; 2023-11-05; 2024-04-13; 2024-09-22,Electrical_Short; Shaft_Breakage; Electrical_Short; Shaft_Breakage; Seal_Failure; Bearing_Wear,Voltage_Surge; Misalignment; Voltage_Surge; Misalignment; Pressure_Spike; High_Temperature,128.57,47.08,18.83,89.1,5.43,24.3,14.36,181.5,2.49,162.8,68.67,98.63,13572.83,Active,1095,2022-01-01,2024-12-31
251,251,Group_C,ESP_250,182.5,5,2022-06-20; 2022-12-25; 2023-07-31; 2024-01-12; 2024-07-14,Electrical_Short; Seal_Failure; Bearing_Wear; Shaft_Breakage; Shaft_Breakage,Voltage_Surge; Pressure_Spike; High_Temperature; Misalignment; Misalignment,185.99,34.01,13.6,61.61,4.26,30.08,11.63,218.0,1.89,188.75,72.0,99.14,11273.95,Active,1095,2022-01-01,2024-12-31
252,252,Group_C,ESP_360,182.5,6,2022-07-01; 2022-11-27; 2023-05-07; 2023-12-05; 2024-06-02; 2024-11-07,Sand_Clogging; Seal_Failure; Bearing_Wear; Shaft_Breakage; Cavitation; Shaft_Breakage,Improper_Maintenance; Pressure_Spike; High_Temperature; Misalignment; Low_Inlet_Pressure; Misalignment,181.47,49.98,19.99,83.08,4.39,68.79,9.27,181.5,0.58,172.0,67.04,99.68,13014.81,Active,1095,2022-01-01,2024-12-31
253,253,Group_C,ESP_250,182.5,5,2022-07-13; 2023-01-24; 2023-08-14; 2024-02-22; 2024-09-17,Bearing_Wear; Shaft_Breakage; Bearing_Wear; Seal_Failure; Sand_Clogging,High_Temperature; Misalignment; High_Temperature; Pressure_Spike; Improper_Maintenance,215.32,40.15,16.06,66.47,4.02,45.27,24.33,218.0,2.79,199.25,71.89,98.73,12664.63,Active,1095,2022-01-01,2024-12-31
254,254,Group_C,ESP_250,182.5,5,2022-06-08; 2022-12-30; 2023-07-18; 2024-02-06; 2024-08-19,Seal_Failure; Seal_Failure; Bearing_Wear; Bearing_Wear; Shaft_Breakage,Pressure_Spike; Pressure_Spike; High_Temperature; High_Temperature; Misalignment,145.84,12.65,5.06,60.57,6.96,49.11,24.38,218.0,1.09,200.75,73.45,99.5,12669.73,Active,1095,2022-01-01,2024-12-31
255,255,Group_C,ESP_80,182.5,6,2022-06-20; 2022-11-16; 2023-05-24; 2023-10-31; 2024-05-10; 2024-11-09,Seal_Failure; Electrical_Short; Electrical_Short; Seal_Failure; Shaft_Breakage; Seal_Failure,Pressure_Spike; Voltage_Surge; Voltage_Surge; Pressure_Spike; Misalignment; Pressure_Spike,137.76,28.22,11.29,80.34,5.26,37.55,15.89,181.5,2.49,174.6,67.78,98.64,13740.08,Active,1095,2022-01-01,2024-12-31
256,256,Group_C,ESP_130,182.5,6,2022-06-01; 2022-11-13; 2023-06-08; 2023-11-15; 2024-06-16; 2024-11-15,Seal_Failure; Seal_Failure; Sand_Clogging; Seal_Failure; Bearing_Wear; Bearing_Wear,Pressure_Spike; Pressure_Spike; Improper_Maintenance; Pressure_Spike; High_Temperature; High_Temperature,105.58,48.72,19.49,73.4,5.01,31.03,16.77,181.5,2.15,179.6,72.51,98.82,13836.75,Active,1095,2022-01-01,2024-12-31
257,257,Group_C,ESP_360,182.5,5,2022-06-15; 2022-11-30; 2023-07-03; 2023-12-29; 2024-06-11,Bearing_Wear; Bearing_Wear; Cavitation; Cavitation; Electrical_Short,High_Temperature; High_Temperature; Low_Inlet_Pressure; Low_Inlet_Pressure; Voltage_Surge,140.65,40.3,16.12,68.85,3.79,21.96,16.0,218.0,2.32,181.75,79.4,98.94,11752.16,Active,1095,2022-01-01,2024-12-31
258,258,Group_C,ESP_80,182.5,6,2022-06-27; 2022-11-29; 2023-06-01; 2023-11-30; 2024-06-07; 2024-11-12,Cavitation; Electrical_Short; Seal_Failure; Seal_Failure; Seal_Failure; Bearing_Wear,Low_Inlet_Pressure; Voltage_Surge; Pressure_Spike; Pressure_Spike; Pressure_Spike; High_Temperature,233.41,23.76,9.5,81.99,5.95,75.55,25.52,181.5,1.92,173.8,71.57,98.95,14794.94,Active,1095,2022-01-01,2024-12-31
259,259,Group_C,ESP_250,182.5,6,2022-06-25; 2023-01-26; 2023-07-10; 2023-12-10; 2024-05-30; 2024-12-05,Shaft_Breakage; Bearing_Wear; Cavitation; Bearing_Wear; Bearing_Wear; Bearing_Wear,Misalignment; High_Temperature; Low_Inlet_Pressure; High_Temperature; High_Temperature; High_Temperature,213.2,37.99,15.2,78.51,7.18,29.5,26.83,181.5,2.47,178.8,72.48,98.64,14937.64,Active,1095,2022-01-01,2024-12-31
260,260,Group_C,ESP_360,182.5,5,2022-08-03; 2023-03-09; 2023-10-12; 2024-03-31; 2024-08-28,Cavitation; Seal_Failure; Seal_Failure; Bearing_Wear; Electrical_Short,Low_Inlet_Pressure; Pressure_Spike; Pressure_Spike; High_Temperature; Voltage_Surge,118.51,34.56,13.82,67.59,5.47,38.35,25.59,218.0,2.55,189.0,74.77,98.83,12801.97,Active,1095,2022-01-01,2024-12-31
261,261,Group_C,ESP_80,182.5,6,2022-07-23; 2022-12-20; 2023-05-27; 2023-11-15; 2024-05-20; 2024-10-23,Bearing_Wear; Shaft_Breakage; Cavitation; Sand_Clogging; Bearing_Wear; Shaft_Breakage,High_Temperature; Misalignment; Low_Inlet_Pressure; Improper_Maintenance; High_Temperature; Misalignment,212.86,21.03,8.41,66.13,2.1,59.15,6.91,181.5,1.55,164.6,71.02,99.15,12757.11,Active,1095,2022-01-01,2024-12-31
262,262,Group_C,ESP_250,182.5,5,2022-06-30; 2022-12-05; 2023-07-10; 2024-01-24; 2024-07-19,Seal_Failure; Electrical_Short; Shaft_Breakage; Bearing_Wear; Bearing_Wear,Pressure_Spike; Voltage_Surge; Misalignment; High_Temperature; High_Temperature,239.54,36.47,14.59,62.3,4.13,50.79,15.08,218.0,2.58,187.5,78.15,98.82,11651.28,Active,1095,2022-01-01,2024-12-31
263,263,Group_C,ESP_80,182.5,5,2022-06-27; 2023-01-30; 2023-08-18; 2024-02-20; 2024-07-31,Cavitation; Seal_Failure; Shaft_Breakage; Seal_Failure; Seal_Failure,Low_Inlet_Pressure; Pressure_Spike; Misalignment; Pressure_Spike; Pressure_Spike,84.96,46.29,18.52,64.69,3.32,48.69,22.75,218.0,0.74,191.25,73.18,99.66,12491.44,Active,1095,2022-01-01,2024-12-31
264,264,Group_C,ESP_250,182.5,5,2022-07-19; 2022-12-28; 2023-07-30; 2024-02-08; 2024-08-01,Sand_Clogging; Cavitation; Sand_Clogging; Electrical_Short; Cavitation,Improper_Maintenance; Low_Inlet_Pressure; Improper_Maintenance; Voltage_Surge; Low_Inlet_Pressure,195.16,27.14,10.86,81.94,6.95,24.52,25.82,218.0,1.85,186.0,78.45,99.15,12827.65,Active,1095,2022-01-01,2024-12-31
265,265,Group_C,ESP_130,182.5,6,2022-06-03; 2022-12-03; 2023-05-16; 2023-10-29; 2024-04-08; 2024-10-12,Cavitation; Seal_Failure; Shaft_Breakage; Sand_Clogging; Cavitation; Cavitation,Low_Inlet_Pressure; Pressure_Spike; Misalignment; Improper_Maintenance; Low_Inlet_Pressure; Low_Inlet_Pressure,198.44,22.97,9.19,67.02,3.27,70.72,25.51,181.5,1.6,172.4,66.32,99.12,14793.42,Active,1095,2022-01-01,2024-12-31
266,266,Group_C,ESP_130,182.5,5,2022-07-23; 2023-02-26; 2023-09-04; 2024-03-18; 2024-10-19,Seal_Failure; Bearing_Wear; Electrical_Short; Bearing_Wear; Bearing_Wear,Pressure_Spike; High_Temperature; Voltage_Surge; High_Temperature; High_Temperature,117.85,22.29,8.92,76.39,4.5,25.41,9.27,218.0,1.55,204.75,77.57,99.29,11015.44,Active,1095,2022-01-01,2024-12-31
267,267,Group_C,ESP_130,182.5,6,2022-07-18; 2023-01-05; 2023-06-04; 2023-11-22; 2024-05-03; 2024-12-04,Electrical_Short; Cavitation; Bearing_Wear; Bearing_Wear; Cavitation; Seal_Failure,Voltage_Surge; Low_Inlet_Pressure; High_Temperature; High_Temperature; Low_Inlet_Pressure; Pressure_Spike,127.58,21.11,8.44,61.08,7.56,28.89,15.5,181.5,0.52,174.0,73.58,99.71,13697.26,Active,1095,2022-01-01,2024-12-31
268,268,Group_C,ESP_250,182.5,5,2022-07-08; 2023-01-28; 2023-06-25; 2023-12-18; 2024-06-20,Bearing_Wear; Seal_Failure; Shaft_Breakage; Sand_Clogging; Seal_Failure,High_Temperature; Pressure_Spike; Misalignment; Improper_Maintenance; Pressure_Spike,126.15,46.17,18.47,71.24,5.3,18.29,15.65,218.0,2.58,178.25,78.06,98.82,11714.01,Active,1095,2022-01-01,2024-12-31
269,269,Group_C,ESP_80,182.5,6,2022-06-19; 2022-11-18; 2023-04-27; 2023-11-05; 2024-04-19; 2024-10-31,Seal_Failure; Bearing_Wear; Bearing_Wear; Seal_Failure; Seal_Failure; Cavitation,Pressure_Spike; High_Temperature; High_Temperature; Pressure_Spike; Pressure_Spike; Low_Inlet_Pressure,203.68,29.38,11.75,80.81,5.32,29.06,10.21,181.5,1.24,173.0,74.11,99.32,13118.51,Active,1095,2022-01-01,2024-12-31
270,270,Group_C,ESP_80,182.5,6,2022-06-06; 2022-11-26; 2023-06-09; 2023-11-05; 2024-05-20; 2024-11-29,Seal_Failure; Seal_Failure; Bearing_Wear; Seal_Failure; Bearing_Wear; Seal_Failure,Pressure_Spike; Pressure_Spike; High_Temperature; Pressure_Spike; High_Temperature; Pressure_Spike,232.27,21.89,8.76,66.9,4.47,30.63,21.81,181.5,2.57,181.4,71.73,98.59,14388.15,Active,1095,2022-01-01,2024-12-31
271,271,Group_C,ESP_360,182.5,6,2022-06-03; 2022-12-14; 2023-05-15; 2023-12-19; 2024-06-15; 2024-11-16,Bearing_Wear; Shaft_Breakage; Bearing_Wear; Bearing_Wear; Shaft_Breakage; Bearing_Wear,High_Temperature; Misalignment; High_Temperature; High_Temperature; Misalignment; High_Temperature,209.48,30.28,12.11,79.14,7.91,64.92,15.86,181.5,1.62,179.4,71.19,99.11,13736.56,Active,1095,2022-01-01,2024-12-31
272,272,Group_C,ESP_360,182.5,6,2022-07-07; 2022-12-14; 2023-06-29; 2024-01-01; 2024-05-27; 2024-10-23,Cavitation; Sand_Clogging; Cavitation; Cavitation; Cavitation; Cavitation,Low_Inlet_Pressure; Improper_Maintenance; Low_Inlet_Pressure; Low_Inlet_Pressure; Low_Inlet_Pressure; Low_Inlet_Pressure,129.99,18.41,7.37,82.96,3.52,71.26,7.57,181.5,0.81,167.8,74.79,99.55,12829.03,Active,1095,2022-01-01,2024-12-31
273,273,Group_C,ESP_250,182.5,6,2022-08-05; 2023-01-09; 2023-08-12; 2024-01-05; 2024-06-27; 2024-11-21,Bearing_Wear; Cavitation; Cavitation; Bearing_Wear; Bearing_Wear; Shaft_Breakage,High_Temperature; Low_Inlet_Pressure; Low_Inlet_Pressure; High_Temperature; High_Temperature; Misalignment,135.05,36.45,14.58,79.57,3.51,57.28,10.31,181.5,0.81,167.8,72.01,99.56,13128.76,Active,1095,2022-01-01,2024-12-31
